account_id,has_loan,n_transactions,mean_amount,std_amount,max_amount,mean_balance,std_balance,net_flow,withdrawal_ratio,tenure_days,days_since_last_transaction,transactions_per_month,n_standing_orders,total_order_amount,has_card
2177,0,348,2066.733908045977,2066.310900582752,7700.0,22117.447988505748,5005.037957077117,32458.999999999996,0.5833333333333334,2187,0,4.843676268861454,1.0,3168.0,0
485,0,605,9169.314214876033,12186.585750300756,63800.0,49558.06033057851,26164.990047068488,836475.1,0.6264462809917355,2187,0,8.420759030635574,4.0,15213.6,0
652,0,400,5546.75625,5928.00350363922,37600.0,46711.33575,11599.084571099393,68450.09999999999,0.6025,2186,0,5.569990850869167,1.0,7591.0,0
9635,0,414,1555.5135265700483,1894.0162477373572,14450.0,7298.536231884058,3924.254830168158,6921.599999999996,0.48792270531400966,2186,0,5.7649405306495884,0.0,0.0,0
1844,0,321,1375.1950155763238,1374.6876506956326,6840.0,30232.126791277256,9331.824253430028,43525.2,0.5482866043613707,2185,0,4.47196338672769,1.0,2161.0,0
1926,0,447,1820.962192393736,1912.8074003964243,8500.0,19960.93087248322,4592.104086748151,22197.700000000004,0.6174496644295302,2185,0,6.227313501144166,2.0,3004.0,0
2393,0,416,4089.388701923077,4383.990188219196,22720.0,30810.284375000003,6451.636973785355,48061.299999999996,0.6346153846153846,2184,0,5.798095238095239,2.0,5545.0,0
3510,0,400,14048.308500000001,15929.349182228107,61400.0,65534.71075,28558.471289011126,1052029.8,0.4625,2184,0,5.575091575091576,0.0,0.0,0
1276,0,551,2174.7994555353903,2639.7596550408757,10880.0,28540.22377495463,6171.843542440217,22800.1,0.6805807622504537,2184,0,7.679688644688645,3.0,4516.0,0
1637,0,426,1884.7558685446008,2083.3424851258096,9000.0,21918.15539906103,4745.528881094308,34367.59999999999,0.6596244131455399,2183,0,5.940192395785616,2.0,3343.0,0
3871,0,422,1370.8035545023697,1580.5186456586798,5000.0,34513.25,8156.135487196047,59739.899999999994,0.6706161137440758,2183,0,5.884415941365094,2.0,1658.0,0
192,0,349,2339.701146131805,2384.902595639566,13450.0,26035.695128939828,5880.685128960904,29946.5,0.6017191977077364,2183,0,4.866495648190564,1.0,3583.0,0
764,0,359,2450.859888579387,2521.3687405045066,14200.0,24556.493036211697,5129.37492162811,21491.5,0.6128133704735376,2183,0,5.005936784241869,1.0,2360.0,0
2087,0,380,10399.886578947368,12860.85664977337,63700.0,52858.83342105263,28566.439135522243,704936.9,0.4921052631578947,2183,0,5.298763169949611,1.0,4619.9,0
2122,0,470,11810.152765957446,13844.979200007429,63500.0,60335.073404255316,28536.806716914645,621818.2,0.5382978723404256,2183,0,6.553733394411361,1.0,7663.0,0
3592,0,351,2443.5116809116807,2525.578180887982,14750.0,22863.32621082621,5310.96603908201,21076.199999999993,0.5868945868945868,2183,0,4.894383875400825,1.0,3360.0,0
3487,0,469,5282.455223880597,6399.783442660235,30880.0,47948.91620469083,15663.577049990088,80705.09999999999,0.67590618336887,2183,0,6.539789280806231,2.0,8275.0,0
435,0,339,2072.714749262537,2113.447024130362,12150.0,23390.226548672566,5611.6488112314055,27135.100000000002,0.5899705014749262,2183,0,4.727054512139258,1.0,3189.0,0
1730,0,372,2438.393548387097,2719.8969457965527,14850.0,40182.326344086025,13834.096978004178,67163.20000000001,0.6209677419354839,2182,0,5.189587534372135,1.0,1978.0,0
1493,0,411,1740.1535279805353,2096.1417624411088,12750.0,18807.97518248175,4240.070146971179,17536.7,0.6472019464720195,2182,0,5.7336571952337305,2.0,2315.0,0
374,0,371,9642.863072776281,10509.107225547998,63900.0,45743.13665768194,17358.964741232558,695975.0,0.5202156334231806,2182,0,5.175637030247479,0.0,0.0,0
2925,0,385,2769.9636363636364,2824.1229457452205,16700.0,26564.082077922078,6343.496913819811,32687.600000000002,0.5818181818181818,2181,0,5.373406694176983,1.0,4297.0,0
866,0,628,3149.5936305732484,4737.529442375598,28100.0,35352.200796178346,8043.677367231823,60554.4,0.7579617834394905,2181,0,8.764933516735443,4.0,4851.0,0
1628,0,332,1831.2487951807227,1792.5583028769363,9500.0,18052.445481927713,3448.1072461798167,19838.199999999997,0.5632530120481928,2181,0,4.6336909674461255,1.0,2850.0,0
2379,0,485,1722.0317525773196,2346.3959353959394,18600.0,21080.87443298969,6166.322715413616,30354.199999999997,0.6865979381443299,2181,0,6.769096744612563,3.0,3381.0,0
1979,0,358,1179.3265363128492,1203.9310015149113,3900.0,19843.02122905028,3270.458300368624,19783.7,0.611731843575419,2180,0,4.998862385321101,1.0,2014.0,0
346,0,419,7306.8486873508355,8196.89031103069,40320.0,47816.739140811456,14368.793057976794,51752.4,0.6515513126491647,2180,0,5.85062385321101,1.0,7875.0,0
1338,0,592,8094.232601351352,12420.53835307081,61500.0,53588.811148648645,28249.81584466717,780963.3,0.643581081081081,2180,0,8.266275229357799,3.0,5599.0,0
1909,0,486,925.3777777777777,1106.6438397616796,4950.0,18674.53559670782,3261.91725632672,14968.399999999998,0.7139917695473251,2179,0,6.789279486002754,3.0,2127.0,0
2099,0,393,12391.730279898218,14449.708946128665,58700.0,65657.49440203562,29338.89168471117,1007809.4,0.4631043256997455,2179,0,5.490096374483708,0.0,0.0,1
3760,0,391,13910.277493606138,15913.720820250577,62600.0,55244.09948849105,27967.66913298832,604362.1,0.47570332480818417,2178,0,5.464664830119376,1.0,2947.8,0
5270,1,462,15016.13225108225,18678.661145043126,67124.0,65773.39761904762,22914.674449798167,1082480.7,0.5995670995670995,2178,0,6.456969696969697,1.0,3317.0,0
1699,0,405,1796.5953086419752,2073.5139476601794,5550.0,19631.234814814812,4301.361816124702,26285.9,0.6567901234567901,2177,0,5.662930638493339,2.0,3482.0,0
3909,0,556,6715.799999999999,9192.518772014439,36600.0,45497.171942446046,11347.904319807236,55669.600000000006,0.7410071942446043,2177,0,7.774294901240239,3.0,9609.0,1
2926,0,620,2744.296935483871,3993.2016255587923,30880.0,39803.32596774194,8501.042519661065,44250.899999999994,0.7532258064516129,2177,0,8.669177767570051,4.0,4008.0,0
1731,0,342,1924.7175438596491,1901.8779404102588,8650.0,21682.745029239766,5021.367527220149,29392.2,0.5935672514619883,2177,0,4.782030316949931,1.0,2631.0,0
11265,1,484,2654.785950413223,2981.122795177418,17920.0,22010.178305785124,5275.709336766963,27391.2,0.6528925619834711,2177,0,6.767551676619201,3.0,7512.0,0
2519,0,374,2016.43743315508,2318.5116090102097,14300.0,29185.15080213904,9114.93653175056,50254.4,0.6256684491978609,2176,0,5.231875,1.0,1599.0,0
10364,1,487,4808.485831622177,6329.92512198873,57100.0,46258.301437371665,17066.306672417857,50991.4,0.6735112936344969,2174,0,6.818896044158234,2.0,6871.0,0
1481,0,348,1243.605459770115,1253.4710727648603,4290.0,18128.67988505747,3291.2921045307385,19367.5,0.6005747126436781,2174,0,4.8726402943882245,1.0,2065.0,0
401,0,441,4467.593650793651,6100.156389262461,60900.0,31682.38820861678,12877.352795957038,37755.600000000006,0.671201814058957,2173,0,6.177653014265992,2.0,5369.0,0
4034,0,358,2814.893854748603,4441.555642604139,43520.0,38972.20810055866,17483.534774979486,74888.79999999999,0.5083798882681564,2173,0,5.014965485503912,0.0,0.0,1
2330,0,399,1179.3275689223058,1377.5125719102189,7950.0,19424.72030075188,3349.3847015922474,22462.5,0.6516290726817042,2172,0,5.5918784530386745,2.0,2263.0,0
1806,0,349,2033.458452722063,2020.7412529140472,9650.0,22783.865902578797,4360.040326564081,17461.800000000003,0.6017191977077364,2172,0,4.891141804788214,1.0,2552.0,0
3834,1,665,3333.554135338346,4760.772601020889,24000.0,24129.707067669173,8158.822915151941,30658.29999999999,0.762406015037594,2172,0,9.319797421731124,5.0,8861.0,0
1222,0,367,2440.9531335149863,2692.99438449124,14300.0,32684.818528610354,6919.314928125023,20078.599999999995,0.6212534059945504,2171,0,5.145776140027637,1.0,1727.0,0
212,0,432,17636.81111111111,19427.996615741646,74385.0,58325.01388888889,22801.334504530863,1235930.4000000001,0.5694444444444444,2171,0,6.057153385536619,1.0,13841.0,1
456,0,387,18962.825322997418,21435.94950225176,71746.0,64888.39483204135,25656.933309903456,868486.2,0.5452196382428941,2170,0,5.428700460829493,1.0,4783.1,1
459,0,49,1704.0816326530612,2035.9231304735645,13400.0,17059.183673469386,6126.272601377982,8100.0,0.5510204081632653,2170,670,0.6873548387096774,0.0,0.0,0
772,0,558,6562.410035842294,9510.46885259988,36014.0,59372.82043010753,14641.77057964204,72717.60000000002,0.7437275985663082,2170,0,7.827428571428571,3.0,5165.0,0
1019,0,557,5475.695152603232,7293.1558531551855,29619.0,40002.86912028726,10979.424739357257,56756.99999999999,0.7342908438061041,2170,0,7.813400921658986,3.0,9364.0,1
11295,0,563,5116.963943161634,7117.702074018023,47200.0,55132.83037300178,24175.092550311783,103757.09999999999,0.6003552397868561,2170,0,7.897566820276498,0.0,0.0,0
2970,0,298,4968.545637583893,5310.868630893683,26400.0,32240.13087248322,7565.083602804897,44179.40000000001,0.5201342281879194,2169,18,4.182166897187645,0.0,0.0,0
2676,0,547,4282.076599634369,5712.7837826002815,22894.5,36429.63638025594,8816.657333653075,58126.700000000004,0.7276051188299817,2169,0,7.676662056247119,3.0,5197.0,0
1536,0,427,10114.15362997658,10689.0285453141,56400.0,39883.166744730675,15194.253457998077,1019855.6,0.5152224824355972,2169,0,5.992568003688336,1.0,13204.0,0
1179,0,332,1783.3786144578312,1711.1699051304213,4212.0,17679.450602409637,3546.760104901611,17578.5,0.5813253012048193,2168,0,4.661476014760148,1.0,2808.0,0
280,0,481,3935.738045738046,4368.02588522401,18064.5,32434.17089397089,9623.019201638812,65518.8,0.6694386694386695,2168,0,6.753523985239853,3.0,8985.0,0
2425,0,411,3558.2255474452554,3644.8165500430464,13357.5,27543.352554744528,6527.794041340311,23151.500000000004,0.5961070559610706,2168,0,5.770682656826569,1.0,5936.0,0
9307,1,649,7649.525423728814,11424.861038613166,63100.0,58766.802619414484,28882.75562796264,1030670.7999999999,0.5377503852080123,2167,0,9.116548223350254,3.0,10880.5,0
4055,0,349,8951.174785100287,9877.319707736771,30421.5,37752.896848137534,13850.039937926007,26992.80000000001,0.5873925501432665,2167,0,4.90242731887402,0.0,0.0,0
5065,0,373,10586.615549597855,13230.860239804568,59800.0,39954.78927613941,29196.037404689247,809469.8,0.48525469168900803,2167,0,5.239556991232118,1.0,1541.3,0
3704,0,369,2329.90054200542,2436.634136980706,12050.0,27503.214092140923,7337.352860321372,42722.1,0.6205962059620597,2167,0,5.183368712505769,1.0,3046.0,0
477,0,543,4616.341068139964,6646.516211386082,24588.0,39776.70497237569,10609.492995429497,43754.000000000015,0.7348066298342542,2166,0,7.631080332409972,3.0,3377.0,0
5891,1,464,11066.266379310344,13081.565804157393,57600.0,70233.5125,27064.006713234663,1178245.2,0.5862068965517241,2166,0,6.520849492151431,1.0,5432.3,1
1000,0,584,8184.491267123289,11288.897907740977,47022.0,57893.06232876712,18120.685108445432,1152611.7,0.6712328767123288,2166,0,8.207276084949216,3.0,7506.0,0
1750,0,490,7971.983265306122,10259.007236851548,64900.0,62245.446734693876,22376.023788453378,88148.59999999998,0.6938775510204082,2165,0,6.889422632794457,2.0,9545.0,1
2023,0,610,5849.113278688525,8582.615504133559,44640.0,53188.97163934426,17066.15490314365,95837.9,0.7622950819672131,2165,0,8.57662817551963,4.0,8631.0,0
6473,1,473,11575.646088794925,13482.09233460143,57100.0,46888.42093023256,24757.090905371493,1248733.8,0.5306553911205074,2165,0,6.650401847575058,1.0,6408.8,0
1649,0,188,4212.0244680851065,9976.731391514735,48442.0,27362.37340425532,15647.110054036788,19717.399999999994,0.5106382978723404,2165,0,2.6432886836027714,0.0,0.0,1
2670,0,432,8657.429166666667,10630.061709022018,52100.0,43045.52199074074,15796.164514997787,39634.2,0.6689814814814815,2164,0,6.076746765249538,2.0,8732.0,1
1127,0,412,8688.91432038835,10076.141224335966,61100.0,62633.944660194175,18095.082978386465,52465.49999999999,0.6504854368932039,2164,0,5.795415896487986,1.0,6260.0,1
163,0,434,2144.0523041474653,2394.565476954898,9050.0,27620.755990783407,5821.820711756502,37539.5,0.6751152073732719,2164,0,6.104879852125694,2.0,3728.0,0
2566,0,80,1792.5849999999998,1694.9759592858425,10700.0,14369.767499999998,6385.031346805579,6006.8,0.425,2164,34,1.1253234750462109,0.0,0.0,0
9,0,361,1929.1803324099722,4993.056446765282,45691.0,26625.33047091413,11555.437144376001,23877.7,0.4930747922437673,2164,0,5.078022181146027,0.0,0.0,0
1144,0,349,1333.3805157593122,1351.292910605046,5220.0,18602.885673352434,3988.5714068658376,24302.6,0.6017191977077364,2163,0,4.911493296347666,1.0,2250.0,0
2902,0,479,6472.29770354906,8143.223080400689,30320.0,37695.76847599165,12466.704970456542,41643.399999999994,0.6993736951983298,2163,0,6.740989366620435,2.0,6290.0,0
4296,0,355,8104.039718309859,9271.857306053273,42240.0,50390.55774647887,13391.271636889282,46966.89999999999,0.5943661971830986,2163,0,4.995931576514101,0.0,0.0,1
443,0,455,934.8432967032967,1138.1853922688204,7230.0,22156.903956043956,3288.873818650751,22230.500000000004,0.6945054945054945,2163,0,6.403236245954693,3.0,2038.0,0
3693,0,416,6204.050721153846,7380.832672971875,59900.0,54516.16923076923,28885.398194462217,99453.90000000001,0.6105769230769231,2162,0,5.857095282146162,1.0,8992.0,0
2070,0,410,4765.503658536585,5122.166009460325,20960.0,38609.42902439024,12186.016701607003,69585.3,0.6024390243902439,2162,0,5.772617946345976,1.0,8092.0,0
1843,1,462,5983.6296536796535,6667.426745850899,26448.0,35669.358225108226,11907.37146932569,307727.3,0.6428571428571429,2161,0,6.50776492364646,2.0,9932.7,1
2714,0,361,2812.963157894737,6592.662964711434,49285.0,28285.8811634349,11098.49767168861,17923.30000000001,0.5207756232686981,2161,0,5.085071726052753,0.0,0.0,0
4078,0,321,11153.5476635514,11855.820712378576,35604.0,65115.53582554517,20453.347403316253,117561.6,0.5545171339563862,2161,0,4.521628875520593,0.0,0.0,1
1675,0,347,1746.5755043227664,1818.527452229918,13500.0,22494.534582132565,4282.555064905191,23494.500000000004,0.5878962536023055,2159,0,4.892394627142196,1.0,2125.0,0
5868,0,372,11865.731989247312,14326.002586517987,64400.0,50447.65376344086,35256.74355549919,995983.5,0.4112903225806452,2158,0,5.247303058387396,1.0,1762.0,0
1805,0,386,9526.48756476684,12700.38608264979,58000.0,64706.4774611399,26742.38357002945,801315.0,0.5233160621761658,2158,0,5.444782205746062,2.0,5803.0,0
2434,0,360,2210.2638888888887,2318.1471560444033,19200.0,18534.290277777778,4545.156988158746,19549.800000000003,0.5305555555555556,2158,0,5.0780352177942545,1.0,2927.0,0
3007,0,600,5730.4275,8580.06027835629,40100.0,41469.7005,12961.322077144077,45869.29999999998,0.76,2158,0,8.46339202965709,4.0,8981.0,0
2574,0,419,5709.122673031026,6818.811133194587,59500.0,49900.7861575179,26226.089471122446,108723.2,0.5918854415274463,2158,0,5.910268767377202,1.0,9546.0,0
862,0,446,15189.118609865473,18770.026852529118,66500.0,70732.06031390134,25286.058378001548,598838.9,0.6322869955156951,2158,0,6.291121408711771,1.0,3122.0,1
1132,0,414,17841.643236714976,20334.852507379816,72147.0,67311.0922705314,25301.29408798626,1208680.3,0.538647342995169,2157,0,5.842447844228095,0.0,0.0,1
4484,0,387,12335.5669250646,15252.519835545923,62100.0,60494.26227390181,29967.069367927,551649.6,0.5090439276485789,2157,0,5.461418636995828,0.0,0.0,0
943,0,347,1275.6809798270892,1330.5436333810433,8670.0,20619.32190201729,4155.349946885294,27138.1,0.5878962536023055,2157,0,4.8969309225776545,1.0,2144.0,0
3514,0,351,1340.5230769230768,1408.9537809544834,8820.0,20431.43247863248,4765.613966654317,24672.399999999998,0.5925925925925926,2157,0,4.953379694019472,1.0,2266.0,0
3983,0,318,7006.98176100629,7399.329600669972,27300.0,38408.09213836478,10222.691479261168,47292.999999999985,0.550314465408805,2156,0,4.489758812615956,0.0,0.0,0
9265,1,643,8694.947433903577,12121.509497582134,64400.0,64095.10544323483,26746.272244231957,381297.4,0.5692068429237948,2156,0,9.07834879406308,3.0,16808.3,1
465,0,370,5695.951891891892,5806.383121166402,19178.0,25612.64675675676,9088.910880266889,80291.00000000001,0.5324324324324324,2156,0,5.2239332096474955,2.0,12404.5,0
982,0,599,1507.6938230383973,2059.7324496056362,16800.0,26431.161268781303,7279.810815403278,21159.4,0.7011686143572621,2155,0,8.461048723897912,4.0,3033.0,0
411,0,416,6833.171634615384,7520.0900577895845,32640.0,47322.031490384616,14226.244065427187,69204.20000000001,0.6466346153846154,2155,0,5.8761206496519724,1.0,8499.0,1
890,0,380,2967.5907894736843,3188.0905769443716,23100.0,25155.292894736845,6490.8844840884885,34653.299999999996,0.5947368421052631,2155,0,5.367610208816705,1.0,3136.0,0
627,0,426,7955.6507042253525,8886.94997139259,33524.0,54594.144366197186,15869.082093579962,100083.99999999997,0.6596244131455399,2155,0,6.017373549883991,2.0,8782.0,0
2429,0,476,4769.443277310925,5839.869131267724,29600.0,50318.71554621849,14113.167911656856,52136.99999999999,0.680672268907563,2154,0,6.726759517177344,2.0,7155.0,0
3960,0,336,1965.6360119047617,1896.6823353205937,4807.0,22607.37083333333,4535.520326059845,25427.7,0.5922619047619048,2154,0,4.748300835654596,1.0,3204.0,0
2256,0,339,1968.6321533923306,1977.4010111292985,12500.0,18930.952507374634,3828.3459380104323,16675.100000000002,0.5781710914454278,2154,0,4.790696378830083,1.0,3152.0,0
8051,1,416,9533.832451923077,10959.46132014432,39060.0,41532.318750000006,14185.248860382148,762134.3,0.5865384615384616,2153,0,5.88157919182536,1.0,4340.0,0
2647,0,427,4821.835128805621,5951.666501336348,58300.0,51734.38735362997,24671.00766589573,104800.40000000001,0.6065573770491803,2152,0,6.039907063197027,1.0,5303.0,0
2241,0,541,3369.257486136784,4494.545927879573,19680.0,41584.647689463956,14291.732418242642,63990.3,0.6987060998151571,2152,0,7.6524349442379185,3.0,7016.0,0
5622,1,565,9277.94831858407,12406.55368798794,64400.0,61408.269380530975,22792.481626610956,544245.2,0.6495575221238938,2152,0,7.991914498141265,3.0,13818.3,1
2884,0,405,2796.3501234567902,2940.4413432174106,23360.0,46009.01333333333,22559.354222261445,105066.59999999999,0.5432098765432098,2152,0,5.7287174721189595,1.0,3854.0,0
1830,0,360,4943.635,5197.166008369248,28300.0,25956.883333333335,8221.595047106568,39946.6,0.5916666666666667,2152,0,5.092193308550186,1.0,7692.0,0
7753,1,500,12693.2464,15913.326029132506,63900.0,58674.8068,29272.51701496229,656947.6,0.556,2152,0,7.072490706319703,1.0,2153.8,1
244,0,547,1264.184643510055,1584.7954697602272,10100.0,39882.67440585009,12489.028534540206,52095.0,0.680073126142596,2152,0,7.737304832713756,3.0,2648.0,1
1477,0,345,1267.3220289855071,1305.8480225515084,7300.0,17438.117101449276,3861.6168689984556,21718.9,0.5855072463768116,2152,0,4.8800185873605955,1.0,2100.0,0
4240,0,362,11832.463535911602,12965.525833765296,75600.0,38776.02044198895,21260.120516391537,881253.8,0.49171270718232046,2152,23,5.120483271375465,0.0,0.0,0
1006,0,613,1055.6569331158237,1435.5407880955538,11300.0,34700.51256117455,8407.67277450732,50207.700000000004,0.7096247960848288,2152,0,8.670873605947955,4.0,2491.0,0
830,0,318,7878.7245283018865,8516.352375607546,35040.0,56565.02924528302,12752.55089291541,57616.39999999999,0.5534591194968553,2152,0,4.498104089219331,0.0,0.0,1
9188,1,605,3242.9128925619834,4793.542470078827,19065.0,29452.268925619832,7145.988758257231,116432.29999999999,0.6247933884297521,2152,0,8.55771375464684,4.0,10591.3,0
1965,0,441,10712.820408163265,12419.890027089274,63700.0,50126.1560090703,27018.42315620814,625341.8,0.5532879818594104,2152,0,6.237936802973978,1.0,9541.0,0
1134,0,454,4071.996035242291,4584.609864368078,17955.0,23387.438766519823,7426.124409869246,39442.2,0.6696035242290749,2151,0,6.424807066480707,2.0,7980.0,0
1601,0,326,1718.5858895705521,1633.6424626583023,4150.0,20668.061349693253,3435.3450731400653,17973.0,0.5797546012269938,2151,0,4.613407717340772,1.0,2694.0,0
2861,0,369,2222.2517615176153,2267.8329756604235,10700.0,23717.717886178863,5625.277702647887,21096.900000000005,0.6287262872628726,2150,0,5.224353488372093,1.0,2613.0,0
813,1,392,4903.936479591837,5660.538612170038,24322.0,36158.39897959184,8330.04894853636,478799.1,0.5586734693877551,2150,0,5.549990697674419,1.0,2025.7,0
2585,0,338,6809.583431952663,7582.011503303276,40160.0,28320.666272189348,16662.104632669183,29111.000000000004,0.5828402366863905,2150,0,4.7854511627906975,0.0,0.0,0
2220,0,361,2378.313296398892,2468.7431089615084,16600.0,21992.537950138503,5402.534154956581,16337.1,0.6204986149584487,2150,0,5.111088372093024,1.0,2783.0,0
2763,0,462,13579.851515151517,14973.922698616814,64500.0,54337.90822510823,27396.18560549665,756153.4,0.5432900432900433,2149,0,6.544104234527687,2.0,13671.2,0
2342,0,343,1279.0160349854227,1314.1279514392133,5340.0,22259.567346938773,4155.006066157772,28616.5,0.6005830903790087,2149,0,4.858501628664495,1.0,2164.0,0
1944,0,411,6611.091484184915,7252.041473261367,26970.0,37740.52895377129,10086.049586103096,55690.59999999999,0.6472019464720195,2148,0,5.82441340782123,1.0,6741.0,1
1966,0,423,7418.962411347518,8575.448693392962,42400.0,41185.55082742317,12234.722852397177,62865.900000000016,0.6595744680851063,2148,0,5.994469273743017,1.0,5569.0,0
1801,1,633,7506.822274881517,10607.03812110416,54300.0,43499.76856240127,26996.625915935794,636000.9,0.6682464454976303,2147,0,8.974625058220774,4.0,13152.0,0
2543,0,378,2157.490740740741,2355.159907751732,11700.0,42138.17962962963,16013.113164629109,84304.3,0.6216931216931217,2147,0,5.359254774103401,1.0,2145.0,0
2293,0,354,2590.3505649717513,3462.384440159499,42300.0,25930.601694915254,8423.365672979759,43746.1,0.6101694915254238,2147,0,5.018984629715883,1.0,2332.0,0
11013,1,571,11166.87180385289,15188.375566712248,63366.0,56912.551663747814,19859.989652064665,1007755.8,0.691768826619965,2146,0,8.09936626281454,3.0,14834.0,1
2423,0,419,1867.7556085918854,2006.3969216750165,5671.0,18449.05369928401,4944.5660094514315,22641.600000000002,0.6730310262529833,2146,0,5.94331780055918,2.0,2811.0,0
142,0,349,1802.6429799426935,1793.7285692061937,6200.0,22251.56045845272,3409.384125593035,22244.4,0.6074498567335244,2145,0,4.952708624708625,1.0,1845.0,0
3424,0,562,8357.655338078292,11514.301771280921,64700.0,61512.616370106756,24213.42948595359,1243965.5,0.604982206405694,2144,0,7.979141791044776,4.0,10085.0,0
539,0,353,11613.286968838527,13996.382572539062,62300.0,52795.31388101983,28305.720384220298,540074.7,0.5070821529745042,2144,0,5.011809701492537,0.0,0.0,1
979,0,404,6689.489356435644,7451.678986125783,26871.0,35852.83415841584,9486.443837249653,44327.69999999999,0.6485148514851485,2144,0,5.735895522388059,1.0,5354.0,0
3554,0,425,2329.5995294117647,6597.623059999671,46550.0,29405.80023529412,12802.726144862809,31294.199999999997,0.44,2144,0,6.034048507462686,0.0,0.0,0
3545,0,379,8030.916622691293,8406.920068925656,30304.0,38404.30422163589,11147.76005015131,54599.40000000001,0.6253298153034301,2143,0,5.383462435837612,1.0,7358.0,0
3047,0,345,1380.6936231884058,1462.6669173540538,8640.0,20260.080579710146,3360.582393255691,21989.3,0.6028985507246377,2143,0,4.900513299113393,1.0,2316.0,0
3374,0,369,9872.053929539295,14065.329667170507,61500.0,35484.29972899729,35520.60053106698,202088.09999999998,0.6639566395663956,2143,0,5.241418572095195,0.0,0.0,0
96,0,661,10211.556732223904,16726.758781882305,67500.0,75665.4139183056,25166.0280547321,1110617.0,0.7246596066565809,2142,0,9.393482726423905,5.0,8160.1,1
461,0,394,2140.3571065989845,2341.923425858104,9500.0,39952.19467005076,11695.267390366063,74262.7,0.649746192893401,2142,0,5.599140989729226,1.0,1530.0,0
3593,0,471,5048.028874734608,6133.172630294559,23680.5,33842.115286624205,9723.864300118932,50411.59999999999,0.6985138004246284,2142,0,6.693389355742298,2.0,5510.0,0
3026,0,383,8132.114099216711,9649.077209168338,63900.0,39885.37832898172,15626.462622392555,68293.7,0.6266318537859008,2142,0,5.442819794584501,1.0,8024.0,0
1054,0,403,3729.1037220843673,4019.7691502008556,18560.0,28578.439205955336,6482.487675786029,24418.800000000003,0.6277915632754343,2141,0,5.729715086408221,1.0,4736.0,0
2433,0,352,1779.1286931818183,1910.225735053574,12800.0,30058.515909090907,7786.481364034245,51711.3,0.6079545454545454,2141,0,5.0046146660439055,1.0,1757.0,0
3691,0,349,2585.7934097421203,2577.4671966957508,10900.0,23190.041833810887,4580.313358259904,26219.899999999998,0.6045845272206304,2141,0,4.9619617001401215,1.0,3267.0,0
3787,0,413,7591.8050847457625,8881.616806167687,31425.0,49788.19079903148,12707.776271834986,81793.5,0.6561743341404358,2141,0,5.871891639420832,2.0,6360.0,0
128,0,399,2042.2804511278196,4611.854362011099,38879.0,43410.6290726817,15148.269959350599,74713.5,0.47869674185463656,2141,0,5.672844465203177,0.0,0.0,1
3168,0,364,2360.7398351648353,2418.138891298407,10250.0,26700.841208791207,5643.108952580468,39227.299999999996,0.6236263736263736,2140,0,5.177644859813085,1.0,3292.0,0
4937,1,560,9248.266785714286,12881.105356208765,64700.0,56720.97285714286,25913.02759595948,701994.2,0.6410714285714286,2140,0,7.9656074766355145,3.0,9483.2,0
